name,ratingValue,date,director,stars,metaScore,review_users,review_critcs,popularity,keywords,genres,contentRating,country,language,budget,opening_week,gross,runtime,color,asp
Boyhood (2014),"8.0 based on 265,406 user ratings",2014-08-15,Richard Linklater,"Ellar Coltrane,Patricia Arquette,Ethan Hawke",100,836 user,548 critic,763,"coming-of-age,domestic-abuse,12-year-time-span,separated-parents,growing-up",Drama,"Rated R for language including  sexual references, and for teen drug and  alcohol use",USA,"English,Spanish",4000000,387618(USA),25359200,165,Color,1.85:1
Nightcrawler (2014),"7.9 based on 292,031 user ratings",2014-10-31,Dan Gilroy,"Jake Gyllenhaal,Rene Russo,Bill Paxton",76,552 user,533 critic,390,"sociopath,ethics,tv-news,journalism,employer-employee-relationship","Crime,Drama,Thriller","Rated R for violence including graphic images, and for language",USA,English,8500000,10441000(USA),32279955,117,Color,2.35:1
Big Hero 6 (2014),"7.9 based on 278,048 user ratings",2014-11-07,"Don Hall,Chris Williams","Ryan Potter,Scott Adsit,Jamie Chung",74,434 user,384 critic,410,"robot,martial-arts,superhero,masked-man,high-tech","Animation,Action,Adventure,Comedy,Drama,Family,Sci-Fi","Rated PG for action and peril, some rude humor, and thematic elements.",USA,English,165000000,56215889(USA),222487711,102,Color,2.39:1
Birdman or (The Unexpected Virtue of Ignorance) (2014),"7.8 based on 393,611 user ratings",2014-11-14,Alejandro G. Iñárritu,"Michael Keaton,Zach Galifianakis,Edward Norton",88,"1,100 user",588 critic,500,"actor,broadway-play,replacement,artist,stage","Comedy,Drama,Romance","Rated R for language  throughout, some sexual content and brief  violence",USA,English,18000000,424397(USA),42335698,119,Color,1.85:1
The Internet's Own Boy: The Story of Aaron Swartz (2014),"8.1 based on 9,933 user ratings",2014-06-27,Brian Knappenberger,"Aaron Swartz,Tim Berners-Lee,Cindy Cohn",72,29 user,61 critic,NA,"internet,suicide,child-prodigy,internet-freedom,internet-politics","Documentary,Biography,Crime,News",NA,USA,English,NA,24300(USA),48911,105,Color,NA
Edge of Tomorrow (2014),"7.9 based on 430,423 user ratings",2014-06-06,Doug Liman,"Tom Cruise,Emily Blunt,Bill Paxton",71,740 user,585 critic,426,"time-loop,alien,dying-repeatedly,combat,end-of-the-world","Action,Adventure,Sci-Fi","Rated PG-13 for  intense sequences of sci-fi action and  violence, language and brief suggestive  material","USA,Canada",English,178000000,28760246(USA),100189501,113,Color,2.35:1
Citizenfour (2014),"8.1 based on 34,431 user ratings",2014-11-28,Laura Poitras,"Edward Snowden,Glenn Greenwald,William Binney",88,98 user,193 critic,2,"edward-snowden,nsa,reference-to-the-internet,hotel-room,mass-surveillance","Documentary,Biography,History,News",Rated R for language,"USA,Germany,UK","English,Portuguese,German",NA,193957(USA),2798808,114,Color,1.85:1
X-Men: Days of Future Past (2014),"8.0 based on 512,721 user ratings",2014-05-23,Bryan Singer,"Patrick Stewart,Ian McKellen,Hugh Jackman",74,753 user,539 critic,237,"time-travel,retcon,supernatural-power,transformation,super-strength","Action,Adventure,Fantasy,Sci-Fi,Thriller","Rated PG- 13 for sequences of intense sci-fi violence  and action, some suggestive material,  nudity and language","USA,UK,Canada","English,Vietnamese,French",200000000,111000000(USA),233914986,132,Color,2.35:1
The Fault in Our Stars (2014),"7.8 based on 248,845 user ratings",2014-06-06,Josh Boone,"Shailene Woodley,Ansel Elgort,Nat Wolff",69,548 user,326 critic,448,"cancer,teenager,falling-in-love,friendship,novel","Drama,Romance","Rated PG-13 for thematic elements, some sexuality and brief strong language",USA,English,12000000,48002523(USA),124868837,126,Color,1.85:1
The Hobbit: The Battle of the Five Armies (2014),"7.5 based on 353,187 user ratings",2014-12-17,Peter Jackson,"Ian McKellen,Martin Freeman,Richard Armitage",59,803 user,421 critic,618,"middle-earth,orc,hobbit,elf,army","Adventure,Fantasy","Rated PG-13 for extended sequences of intense fantasy action violence, and frightening images","New Zealand,USA",English,250000000,54724334(USA),255108370,144,Color,2.35:1
In Your Eyes (2014),"7.1 based on 20,580 user ratings",2014-04-20,Brin Hill,"Michael Stahl-David,Zoe Kazan,Mark Feuerstein",NA,48 user,35 critic,NA,"ex-con,loneliness,telepathy,new-mexico,mutual-masturbation","Romance,Sci-Fi",NA,USA,English,1000000,NA,NA,106,Color,1.78:1
Rudderless (2014),"7.5 based on 12,604 user ratings",2015-02-21,William H. Macy,"Billy Crudup,Anton Yelchin,Felicity Huffman",52,60 user,44 critic,2,"demo-tape,grieving-father,guitar-player,guitar,directed-by-cast-member","Comedy,Drama,Music",Rated R for language,USA,English,5000000,37440(USA),37440,105,Color,NA
Still Alice (2014),"7.5 based on 85,724 user ratings",2015-02-20,"Richard Glatzer,Wash Westmoreland","Julianne Moore,Alec Baldwin,Kristen Stewart",72,196 user,309 critic,1,"linguistics-professor,alzheimer%27s-disease,bechdel-test-passed,reference-to-angels-in-america-the-play,new-york-city",Drama,"Rated PG-13 for mature thematic material, and brief language including a sexual reference","USA,France",English,5000000,411000(USA),18656400,101,Color,1.85:1
The Case Against 8 (2014),7.4 based on 868 user ratings,2014-12-01,"Ben Cotner,Ryan White","Ted Olson,Christopher D. Dusseault,Jeffrey J. Zarrillo",NA,4 user,33 critic,NA,"california,supreme-court,lawyer,same-sex-couple,proposition-8","Documentary,Biography,News",NA,USA,English,NA,NA,NA,109,Color,NA
Guardians of the Galaxy (2014),"8.1 based on 678,968 user ratings",2014-08-01,James Gunn,"Chris Pratt,Vin Diesel,Bradley Cooper",76,"1,097 user",652 critic,68,"outer-space,bounty-hunter,talking-animal,tree,raccoon","Action,Adventure,Sci-Fi","Rated PG-13 for intense sequences of sci-fi violence and action, and for some language","USA,UK",English,170000000,94320883(USA),333130696,121,Color,2.35:1
Finding Vivian Maier (2013),"7.7 based on 8,786 user ratings",2014-04-17,"John Maloof,Charlie Siskel","Vivian Maier,John Maloof,Daniel Arnaud",75,43 user,127 critic,NA,"street-photographer,female-photographer,photograph,photography,nanny","Documentary,Biography,Mystery",NA,USA,"English,French",NA,63600(USA),1509131,83,Color,NA
The Judge (2014),"7.4 based on 136,643 user ratings",2014-10-10,David Dobkin,"Robert Downey Jr.,Robert Duvall,Vera Farmiga",48,275 user,276 critic,1,"courtroom,dysfunctional-family,trial,indiana,lawyer","Crime,Drama",Rated R for language including some sexual references,USA,English,50000000,13116226(USA),47105085,141,Color,2.35:1
Captain America: The Winter Soldier (2014),"7.8 based on 494,555 user ratings",2014-04-04,"Anthony Russo,Joe Russo","Chris Evans,Samuel L. Jackson,Scarlett Johansson",70,743 user,576 critic,484,"conspiracy,megalomaniac,heroism,world-domination,super-soldier","Action,Adventure,Sci-Fi","Rated PG-13 for intense sequences of  violence, gunplay and action throughout",USA,"English,French",170000000,95023721(USA),259746958,136,Color,2.35:1
The One I Love (2014),"7.1 based on 22,666 user ratings",2014-08-08,Charlie McDowell,"Mark Duplass,Elisabeth Moss,Ted Danson",66,70 user,106 critic,3,"swimming-pool,relationship-therapy,no-opening-credits,bechdel-test-failed,profanity","Drama,Romance,Sci-Fi","Rated R for language, some sexuality and drug use",USA,English,100000,48059(USA),511635,91,Color,2.35:1
Wild (2014),"7.1 based on 86,380 user ratings",2014-12-19,Jean-Marc Vallée,"Reese Witherspoon,Laura Dern,Gaby Hoffmann",76,252 user,349 critic,980,"hiking,grief,loss-of-mother,mother-daughter-relationship,female-protagonist","Adventure,Biography,Drama","Rated R for sexual content, nudity, drug use, and language",USA,English,15000000,606810(USA),37877959,115,Color,2.35:1
American Sniper (2014),"7.3 based on 324,267 user ratings",2015-01-16,Clint Eastwood,"Bradley Cooper,Sienna Miller,Kyle Gallner",72,917 user,490 critic,518,"assassin,iraq,sniper,death-of-child,sniper-rifle","Action,Biography,Drama,History,Thriller,War","Rated R for strong and disturbing war violence, and language throughout including some sexual references",USA,"English,Arabic",58800000,676909(USA),350123553,133,Color,2.35:1
Fury (2014),"7.6 based on 302,132 user ratings",2014-10-17,David Ayer,"Brad Pitt,Shia LaBeouf,Logan Lerman",64,702 user,406 critic,267,"battle,tank,brutality,battlefield,combat","Action,Drama,War","Rated R for strong sequences of war violence, some grisly images, and language throughout","USA,China,UK","English,German",68000000,23702421(USA),85707116,134,Color,2.35:1
How to Train Your Dragon 2 (2014),"7.9 based on 220,547 user ratings",2014-06-13,Dean DeBlois,"Jay Baruchel,Cate Blanchett,Gerard Butler",76,343 user,292 critic,1,"dragon,viking,husband-wife-relationship,mother-son-relationship,father-son-relationship","Animation,Action,Adventure,Comedy,Family,Fantasy",Rated PG for adventure action and some mild rude  humor,USA,English,145000000,49451322(USA),176997107,102,Color,2.35:1
The Lego Movie (2014),"7.8 based on 246,098 user ratings",2014-02-07,"Phil Lord,Christopher Miller","Chris Pratt,Will Ferrell,Elizabeth Banks",83,471 user,435 critic,543,"lego,based-on-toy,dual-personality,good-cop-bad-cop,evil-businessman","Animation,Action,Adventure,Comedy,Family,Fantasy",Rated PG for mild action and rude humor,"Australia,USA,Denmark",English,60000000,69050279(USA),257756197,100,Color,2.35:1
Chef (2014),"7.3 based on 138,576 user ratings",2014-05-30,Jon Favreau,"Jon Favreau,Robert Downey Jr.,Scarlett Johansson",68,359 user,320 critic,1,"food,food-truck,chef,cooking,boy","Comedy,Drama","Rated R for language, including some suggestive references",USA,"English,Spanish",11000000,204961(USA),31237528,114,Color,2.35:1
Dawn of the Planet of the Apes (2014),"7.6 based on 316,886 user ratings",2014-07-11,Matt Reeves,"Gary Oldman,Keri Russell,Andy Serkis",79,621 user,520 critic,1,"post-apocalypse,sequel,ape,leader,dam","Action,Adventure,Drama,Sci-Fi","Rated PG-13 for intense sequences of sci-fi violence and action, and brief strong language",USA,"English,American Sign Language",170000000,72611427(USA),208543795,130,Color,1.85:1
The Boxtrolls (2014),"6.8 based on 40,745 user ratings",2014-09-26,"Graham Annable,Anthony Stacchi","Ben Kingsley,Jared Harris,Nick Frost",61,123 user,219 critic,3,"troll,stop-motion-animation,puppet-animation,chase,red-hat","Animation,Adventure,Comedy,Family,Fantasy","Rated PG for action, some  peril and mild rude humor",USA,English,60000000,17275239(USA),50807639,96,Color,1.85:1
5 to 7 (2014),"7.1 based on 8,840 user ratings",2015-02-12,Victor Levin,"Anton Yelchin,Bérénice Marlohe,Olivia Thirlby",52,43 user,45 critic,2,NA,"Comedy,Drama,Romance",Rated R for some sexual material,USA,"English,French",NA,18006(USA),116400,95,Color,NA
I Origins (2014),"7.3 based on 75,306 user ratings",2014-09-19,Mike Cahill,"Michael Pitt,Steven Yeun,Astrid Bergès-Frisbey",57,159 user,140 critic,1,"buddhism,eye,evolution,reincarnation,stuck-in-elevator","Drama,Romance,Sci-Fi","Rated R for some sexuality/nudity, and language",USA,"English,Hindi",NA,27652(USA),334658,106,Color,2.39:1
Transformers: Age of Extinction (2014),"5.7 based on 241,989 user ratings",2014-06-27,Michael Bay,"Mark Wahlberg,Nicola Peltz,Jack Reynor",32,917 user,377 critic,442,"blockbuster,truck,texas,bumblebee-the-character,semi-truck-and-trailer","Action,Adventure,Sci-Fi","Rated PG-13 for intense sequences of sci-fi violence and action, language and brief innuendo","USA,China",English,210000000,100038390(USA),245428137,165,Color,2.35:1
Magic in the Moonlight (2014),"6.6 based on 45,252 user ratings",2014-08-15,Woody Allen,"Colin Firth,Emma Stone,Marcia Gay Harden",54,154 user,263 critic,2,"magician,press-conference,south-of-france,medium,clairvoyant","Comedy,Romance","Rated PG-13 for  a brief suggestive comment, and smoking  throughout","USA,UK",English,16800000,412095(USA),10506939,97,Color,2.35:1
Wanderers (2014),7.6 based on 522 user ratings,2014-10-11,NA,NA,NA,3 user,2 critic,NA,"space,deep-space,planet,nebula,flying-through-space","Animation,Short,Sci-Fi",NA,Sweden,English,NA,NA,NA,4,Color,NA
Love Is Strange (2014),"6.7 based on 9,459 user ratings",2014-11-12,Ira Sachs,"John Lithgow,Alfred Molina,Marisa Tomei",82,68 user,185 critic,NA,"older-man-older-man-relationship,gay-love,new-york-city,chopin,death-of-husband",Drama,Rated R for language,"USA,France,Brazil,Greece","English,Russian",NA,117276(USA),2252580,94,Color,1.85:1
Foxcatcher (2014),"7.0 based on 106,349 user ratings",2015-01-16,Bennett Miller,"Steve Carell,Channing Tatum,Mark Ruffalo",81,291 user,440 critic,1,"domination,olympics,training,brother,wrestler","Biography,Drama,Sport",Rated R for some drug use and a scene of violence,USA,"English,French",24000000,474000(USA),12096300,134,Color,1.85:1
The Dam Keeper (2014),"8.0 based on 1,452 user ratings",2014-10-11,NA,NA,NA,9 user,15 critic,NA,"sketchbook,bullying","Animation,Short,Drama,Family,Fantasy",NA,USA,English,NA,NA,NA,18,Color,NA
Feast (2014),"8.3 based on 18,749 user ratings",2014-11-07,NA,NA,NA,32 user,26 critic,NA,"dog,boston-terrier,health-food,fast-food,disney","Animation,Short,Comedy,Drama,Family,Romance",NA,USA,English,NA,NA,NA,NA,Color,2.39:1
The Book of Life (2014),"7.3 based on 45,411 user ratings",2014-10-17,Jorge R. Gutiérrez,"Diego Luna,Zoe Saldana,Channing Tatum",67,102 user,156 critic,992,"mexico,bullfight,afterlife,love-triangle,bullfighting","Animation,Adventure,Comedy,Family,Fantasy,Romance","Rated PG for mild action, rude humor, some thematic elements and brief scary images",USA,"English,Spanish",50000000,17005218(USA),50150619,95,Color,2.35:1
The Equalizer (2014),"7.2 based on 228,779 user ratings",2014-09-26,Antoine Fuqua,"Denzel Washington,Marton Csokas,Chloë Grace Moretz",57,436 user,292 critic,388,"mysterious-past,gangster,ex-soldier,assassin,hanged-man","Action,Crime,Thriller","Rated R for strong bloody violence and language throughout, including some sexual references",USA,"English,Russian,Spanish",55000000,34137828(USA),101530738,132,Color,2.35:1
Life Itself (2014),"7.9 based on 10,916 user ratings",2014-07-04,Steve James,"Roger Ebert,Chaz Ebert,Gene Siskel",87,71 user,222 critic,NA,"film-critic,death,journalist,reformed-alcoholic,cancer-patient","Documentary,Biography",Rated R for brief sexual images/nudity and language,USA,English,153875,131411(USA),809724,120,Color,NA
Night at the Museum: Secret of the Tomb (2014),"6.2 based on 66,983 user ratings",2014-12-19,Shawn Levy,"Ben Stiller,Robin Williams,Owen Wilson",47,126 user,154 critic,862,"night-watchman,museum-of-natural-history-manhattan-new-york-city,star-died-before-release,museum,tablet","Adventure,Comedy,Family,Fantasy","Rated PG for mild action, some rude humor and brief language","USA,UK",English,127000000,17100520(USA),113733726,98,Color,1.85:1
Non-Stop (2014),"7.0 based on 200,221 user ratings",2014-02-28,Jaume Collet-Serra,"Liam Neeson,Julianne Moore,Scoot McNairy",56,384 user,359 critic,1,"passenger,terrorist,death,air-marshal,transatlantic-flight","Action,Mystery,Thriller","Rated PG-13 for intense sequences of action and violence, some language, sensuality and drug references","UK,France,USA,Canada","English,German",50000000,28875635(USA),91439400,106,Color,2.35:1
Rio 2 (2014),"6.4 based on 58,330 user ratings",2014-04-11,Carlos Saldanha,"Jesse Eisenberg,Anne Hathaway,Jemaine Clement",49,98 user,159 critic,1,"bird,amazon,jungle,father-in-law,no-opening-credits","Animation,Adventure,Comedy,Family,Musical",NA,USA,"English,Portuguese",103000000,39327869(USA),131536019,101,Color,2.35:1
The Hunting Ground (2015),"7.4 based on 3,606 user ratings",2016-01-01,Kirby Dick,"Andrea Pino,Annie Clark,Claire Potter",77,26 user,52 critic,NA,"college,feminism,propaganda-film,oppression,three-word-title",Documentary,"Rated PG-13 for disturbing thematic material involving sexual assault, and for language",USA,English,NA,22464(USA),405917,103,Color,NA
Grace of Monaco (2014),"5.7 based on 12,379 user ratings",2014-05-14,Olivier Dahan,"Nicole Kidman,Tim Roth,André Penvern",21,62 user,132 critic,4,"monaco,1960s,prince,grace-kelly,hollywood-star","Biography,Drama,Romance",NA,"Switzerland,France,Belgium,Italy,USA","English,French",30000000,NA,NA,103,Color,2.35:1
Inherent Vice (2014),"6.7 based on 61,713 user ratings",2015-01-09,Paul Thomas Anderson,"Joaquin Phoenix,Josh Brolin,Owen Wilson",81,241 user,401 critic,729,"voice-over-narration,1960s,ex-boyfriend-ex-girlfriend-relationship,based-on-novel,southern-california","Comedy,Crime,Drama,Mystery,Romance","Rated R for drug use throughout, sexual content, graphic nudity, language and some violence",USA,"English,Japanese",20000000,328184(USA),8093318,148,Color,1.85:1
Maleficent (2014),"7.0 based on 251,759 user ratings",2014-05-30,Robert Stromberg,"Angelina Jolie Pitt,Elle Fanning,Sharlto Copley",56,634 user,401 critic,615,"dark-fantasy,king,kingdom,curse,fairy","Action,Adventure,Family,Fantasy,Romance","Rated PG for sequences of fantasy action and violence, including frightening images","USA,UK",English,180000000,69431298(USA),241407328,97,Color,2.35:1
Particle Fever (2013),"7.4 based on 5,466 user ratings",2014-09-03,Mark Levinson,"Martin Aleksa,Nima Arkani-Hamed,Savas Dimopoulos",87,29 user,42 critic,NA,"ends-with-biographical-notes,physicist,125-gev,cave-drawing,dante-alighieri-quotation",Documentary,NA,USA,English,NA,42968(USA),869838,99,Color,NA
The Prophet (2014),"7.1 based on 2,099 user ratings",2015-08-07,"Roger Allers,Gaëtan Brizzi","Liam Neeson,Salma Hayek,Quvenzhané Wallis",61,19 user,31 critic,NA,based-on-book,"Animation,Drama",Rated PG for thematic elements including some violence and sensual images,"USA,France,Canada,Lebanon,Qatar",English,12000000,27435(USA),335030,84,Color,NA
Penguins of Madagascar (2014),"6.7 based on 60,074 user ratings",2014-11-26,"Eric Darnell,Simon J. Smith","Tom McGrath,Chris Miller,Christopher Knights",53,118 user,153 critic,2,"spy,park,statue-of-liberty,little-girl,television-van","Animation,Adventure,Comedy,Family",Rated PG for mild action and some rude humor,USA,English,132000000,25447444(USA),83348920,92,Color,1.85:1
The Amazing Spider-Man 2 (2014),"6.8 based on 320,387 user ratings",2014-05-02,Marc Webb,"Andrew Garfield,Emma Stone,Jamie Foxx",53,"1,068 user",495 critic,400,"returning-character-killed-off,death-of-girlfriend,costumed-hero,masked-vigilante,teenager","Action,Adventure,Fantasy,Sci-Fi",Rated PG-13 for sequences of sci-fi action/violence,USA,English,200000000,91608337(USA),202853933,142,Color,2.35:1
The Maze Runner (2014),"6.8 based on 309,969 user ratings",2014-09-19,Wes Ball,"Dylan O'Brien,Kaya Scodelario,Will Poulter",57,523 user,297 critic,259,"teenage-boy,based-on-novel,maze,open-ended,concrete-wall","Action,Mystery,Sci-Fi,Thriller","Rated PG-13 for thematic elements and intense sequences of sci-fi violence and action, including some disturbing images","USA,Canada,UK",English,34000000,32512804(USA),102413606,113,Color,2.35:1
Selma (2014),"7.5 based on 60,917 user ratings",2015-01-09,Ava DuVernay,"David Oyelowo,Carmen Ejogo,Tim Roth",89,212 user,364 critic,2,"civil-rights,courage,u.s.-politics,protest,selma-alabama","Biography,Drama,History","Rated PG-13 for disturbing thematic material including violence, a suggestive moment, and brief strong language","UK,USA",English,20000000,633173(USA),52066000,128,Color,2.35:1
Sin City: A Dame to Kill For (2014),"6.5 based on 110,598 user ratings",2014-08-22,"Frank Miller,Robert Rodriguez","Mickey Rourke,Jessica Alba,Josh Brolin",46,238 user,339 critic,653,"female-frontal-nudity,female-rear-nudity,box-office-flop,rescue,jackpot","Action,Crime,Thriller","Rated R for strong brutal stylized violence throughout, sexual content, nudity, and brief drug use",USA,English,65000000,6317683(USA),13750556,102,Black and White,1.85:1
Deepsea Challenge 3D (2014),"6.7 based on 1,094 user ratings",2014-08-21,"John Bruno,Ray Quint","James Cameron,Suzy Amis,Frank Lotito",58,9 user,24 critic,NA,"submersible,filmmaker,trieste-submersible,bathyscaphe,35878-feet-depth",Documentary,Rated PG for language and brief disaster images,USA,English,NA,149879(USA),149879,NA,Color,NA
Until We Could (2014),7.6 based on 31 user ratings,2014-07-13,NA,NA,NA,NA,NA,NA,NA,Short,NA,USA,English,NA,NA,NA,NA,Color,NA
Boy Meets Girl (2014),"7.1 based on 2,796 user ratings",2015-02-06,Eric Schaeffer,"Michael Welch,Michelle Hendley,Alexandra Turshen",68,37 user,17 critic,4,"transgender,love,trans,reference-to-google,full-frontal-nudity","Comedy,Drama,Romance",NA,USA,English,NA,5306(USA),20289,95,Color,NA
A Million Ways to Die in the West (2014),"6.1 based on 135,798 user ratings",2014-05-30,Seth MacFarlane,"Seth MacFarlane,Charlize Theron,Liam Neeson",44,416 user,303 critic,1,"snake-poison,dancing-sheep,fetish,racial-humor,musical-scene","Comedy,Western","Rated R for strong crude and sexual  content, language throughout, some  violence and drug material",USA,"English,Navajo,Mandarin",40000000,16797385(USA),42615685,116,Color,2.35:1
Unbroken (2014),"7.2 based on 103,192 user ratings",2014-12-25,Angelina Jolie Pitt,"Jack O'Connell,Miyavi,Domhnall Gleeson",59,349 user,322 critic,593,"male-nudity,plane-crash,prisoner-of-war,torture,emaciation","Biography,Drama,Sport,War","Rated PG-13 for war violence including intense sequences of brutality, and for brief language",USA,"English,Japanese,Italian",65000000,31748000(USA),115603980,137,Color,2.35:1
Before I Disappear (2014),"7.2 based on 6,507 user ratings",2014-11-28,Shawn Christensen,"Shawn Christensen,Fatima Ptacek,Emmy Rossum",47,19 user,39 critic,NA,"suicide-attempt,wrist-slitting,attempted-suicide,depression,death-of-girlfriend",Drama,NA,"USA,UK",English,NA,2676(USA),2676,93,Color,2.39:1
Bears (2014),"7.4 based on 5,059 user ratings",2014-04-18,"Alastair Fothergill,Keith Scholey",NA,68,22 user,69 critic,NA,"bear,wolf,salmon,nature,river",Documentary,NA,USA,English,NA,4776267(USA),17769442,78,Color,NA
Need for Speed (2014),"6.5 based on 136,703 user ratings",2014-03-14,Scott Waugh,"Aaron Paul,Dominic Cooper,Imogen Poots",39,346 user,323 critic,723,"illegal-street-racing,street-racing,cross-country,custom-car,police-officer-crushed","Action,Crime,Drama,Thriller","Rated PG-13 for sequences of reckless street racing, disturbing crash scenes, nudity and crude language","USA,UK,France,Philippines",English,66000000,17844939(USA),43568507,132,Color,2.35:1
Transcendence (2014),"6.3 based on 172,409 user ratings",2014-04-18,Wally Pfister,"Johnny Depp,Rebecca Hall,Morgan Freeman",42,462 user,355 critic,1,"scientist,artificial-intelligence,technology,power-outage,consciousness","Drama,Mystery,Romance,Sci-Fi,Thriller","Rated PG-13 for sci-fi action and violence, some bloody images, brief strong language and sensuality","UK,China,USA",English,100000000,10886386(USA),23014504,119,Color,2.35:1
The Hundred-Foot Journey (2014),"7.3 based on 52,719 user ratings",2014-08-08,Lasse Hallström,"Helen Mirren,Om Puri,Manish Dayal",55,185 user,180 critic,1,"restaurant,haute-cuisine,michelin-guide,indian-cuisine,chef","Comedy,Drama","Rated PG for thematic elements, some violence, language and brief sensuality","USA,United Arab Emirates,India","English,French,Hindi",22000000,10979290(USA),54235441,122,Color,2.35:1
Blended (2014),"6.5 based on 86,895 user ratings",2014-05-23,Frank Coraci,"Adam Sandler,Drew Barrymore,Wendi McLendon-Covey",31,184 user,173 critic,845,"children,date,blind-date,daughter,son","Comedy,Romance","Rated PG-13 for crude and sexual content, and language",USA,English,40000000,18185000(USA),46280507,117,Color,1.85:1
Big Eyes (2014),"7.0 based on 55,332 user ratings",2014-12-25,Tim Burton,"Amy Adams,Christoph Waltz,Danny Huston",62,146 user,325 critic,1,"painting,secret,abusive-husband,artist,1950s","Biography,Crime,Drama,Romance",Rated PG-13 for thematic elements and brief strong language,"USA,Canada","English,French,Italian",10000000,2610026(USA),14479776,106,Color,1.85:1
The Science of Interstellar (2015),7.2 based on 206 user ratings,2015-03-31,NA,NA,NA,NA,NA,NA,NA,Documentary,NA,USA,English,NA,NA,NA,NA,Color,NA
The Search for General Tso (2014),"7.0 based on 1,158 user ratings",2015-01-02,Ian Cheney,NA,72,12 user,14 critic,NA,NA,"Documentary,Comedy,History,Mystery",NA,"USA,Taiwan,China",English,NA,9600(USA),9600,71,Color,NA
Teenage Mutant Ninja Turtles (2014),"5.9 based on 166,713 user ratings",2014-08-08,Jonathan Liebesman,"Megan Fox,Will Arnett,William Fichtner",31,492 user,348 critic,789,"turtle,ninja,sewer,mutant,18-wheeler","Action,Adventure,Comedy,Sci-Fi",Rated PG-13 for sci-fi action violence,USA,"English,Japanese",125000000,65575105(USA),190871240,101,Color,2.35:1
Before We Go (2014),"6.9 based on 24,369 user ratings",2015-07-21,Chris Evans,"Chris Evans,Alice Eve,Emma Fitzpatrick",31,64 user,48 critic,433,"train,telephone-call,telephone,grand-central-station,chance-meeting","Comedy,Drama,Romance",Rated PG-13 for brief strong language and some suggestive content.,USA,English,NA,3225(USA),37047,95,Color,NA
John Wick (2014),"7.2 based on 249,826 user ratings",2014-10-24,"Chad Stahelski,David Leitch","Keanu Reeves,Michael Nyqvist,Alfie Allen",68,641 user,371 critic,248,"vengeance,revenge,one-man-army,hired-killer,professional-killer","Action,Crime,Thriller","Rated R for strong and bloody violence throughout, language and brief drug use",USA,"English,Russian,Hungarian",20000000,14150000(USA),42996986,NA,Color,2.35:1
Mr. Peabody & Sherman (2014),"6.9 based on 47,778 user ratings",2014-03-07,Rob Minkoff,"Ty Burrell,Max Charles,Stephen Colbert",59,130 user,196 critic,3,"inventor,time-travel,talking-dog,father-son-relationship,dog","Animation,Adventure,Comedy,Family,Sci-Fi",Rated PG for some mild action and brief rude humor,USA,English,145000000,32207057(USA),111505642,92,Color,1.85:1
Lone Survivor (2013),"7.6 based on 203,488 user ratings",2014-01-10,Peter Berg,"Mark Wahlberg,Taylor Kitsch,Emile Hirsch",60,420 user,319 critic,739,"navy-seal,shot-multiple-times,outnumbered,courage,survival","Action,Biography,Drama,Thriller,War",Rated R for strong bloody war violence and pervasive language,USA,"English,Pushto",40000000,84857(USA),125069696,121,Color,2.35:1
Godzilla (2014),"6.5 based on 301,203 user ratings",2014-05-16,Gareth Edwards,"Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston",62,"1,484 user",602 critic,505,"godzilla,nuclear-power-plant,kaiju,japan,nuclear","Action,Adventure,Sci-Fi,Thriller","Rated PG-13 for intense sequences of destruction, mayhem and creature violence","USA,Japan","English,Japanese",160000000,93188384(USA),200661309,123,Color,2.35:1
Exodus: Gods and Kings (2014),"6.1 based on 128,411 user ratings",2014-12-12,Ridley Scott,"Christian Bale,Joel Edgerton,Ben Kingsley",52,656 user,314 critic,931,"moses,pharaoh,plague,egypt,exodus","Action,Adventure,Drama",Rated PG-13 for violence including battle sequences and intense images,"UK,USA,Spain","English,Spanish",140000000,24115934(USA),65007045,150,Color,2.35:1
Draft Day (2014),"6.8 based on 39,254 user ratings",2014-04-11,Ivan Reitman,"Kevin Costner,Chadwick Boseman,Jennifer Garner",54,113 user,159 critic,1,"head-coach,nfl,linebacker,team-owner,cleveland-browns","Drama,Sport",Rated R for brief strong language,USA,English,25000000,9783603(USA),28831145,110,Color,2.35:1
Pawn Sacrifice (2014),"7.0 based on 20,983 user ratings",2015-09-25,Edward Zwick,"Tobey Maguire,Liev Schreiber,Peter Sarsgaard",65,85 user,127 critic,2,"chess,cold-war,american,paranoia,flashback","Biography,Drama","Rated PG-13 for brief strong language, some sexual content and historical smoking","USA,Canada",English,19000000,202053(USA),2436062,115,Color,2.35:1
The Gunfighter (2014),"8.2 based on 1,256 user ratings",2014-03-21,NA,NA,NA,4 user,5 critic,NA,"gunfight,bloodshed,omniscient-narrator,all-knowing-narrator,bestiality","Short,Comedy,Western",NA,USA,English,NA,NA,NA,9,Color,NA
Divergent (2014),"6.7 based on 340,147 user ratings",2014-03-21,Neil Burger,"Shailene Woodley,Theo James,Kate Winslet",48,713 user,459 critic,86,"dystopia,brother-sister-relationship,narrated-by-character,army,father-son-relationship","Adventure,Mystery,Sci-Fi","Rated PG-13 for intense violence and action, thematic elements and some sensuality",USA,"English,Spanish",85000000,54607747(USA),150832203,139,Color,2.35:1
